月份,發布日期,觀看數,頻道,標題,ID,Video_URL,時長
2026-03,2026-03-10,24,Moonlit Vox,とろけるイマージュ (feat. MAYUA),5Basm4J1YI4,https://www.youtube.com/watch?v=5Basm4J1YI4,214.0
2026-03,2026-03-10,53,Release - Topic,Walls Between Us,MttXjpJxoW8,https://www.youtube.com/watch?v=MttXjpJxoW8,243.0
2026-03,2026-03-10,2,Lunbi - Topic,俺参上！,WQmvFzHsnEo,https://www.youtube.com/watch?v=WQmvFzHsnEo,252.0
2026-03,2026-03-10,15,Aoi Uemura,The Shieldmaiden,dORTelhGkKs,https://www.youtube.com/watch?v=dORTelhGkKs,361.0
2026-03,2026-03-10,5,食べたGIRL - Topic,ジンギスカンの夜,9DPpC9l71UI,https://www.youtube.com/watch?v=9DPpC9l71UI,180.0
2026-03,2026-03-10,2,Plum Tanuki - Topic,焦らないでミッドナイト,oYvsPiS_BeQ,https://www.youtube.com/watch?v=oYvsPiS_BeQ,246.0
2026-03,2026-03-10,6,永遠に愛してください - Topic,Allow me to call out Your name,xX5LiDMqK9s,https://www.youtube.com/watch?v=xX5LiDMqK9s,113.0
2026-03,2026-03-10,52,yagate/VOCALOID,インソムニア (feat. 重音テト) [2026 Remastered],SRlgAzCYDro,https://www.youtube.com/watch?v=SRlgAzCYDro,226.0
2026-03,2026-03-10,171,Nagi,「Spring Comes Again ～それでも春は来る～」,f0ZGStjdthw,https://www.youtube.com/watch?v=f0ZGStjdthw,252.0
2026-03,2026-03-10,14,Lunbi - Topic,やってやるぜ,5Lcxh36vstA,https://www.youtube.com/watch?v=5Lcxh36vstA,170.0
2026-03,2026-03-10,54,IKP_Riot,神の言葉,VcaYZhomedc,https://www.youtube.com/watch?v=VcaYZhomedc,250.0
2026-03,2026-03-10,254,Ishiyowachan - Topic,いしよわちゃんのうた (恋ver.),0k7lEfUtHq0,https://www.youtube.com/watch?v=0k7lEfUtHq0,95.0
2026-03,2026-03-10,11,静描詩家 信和  | 小さな一瞬を、絵と詩と音楽で残す,ことばの前,SEao22ap1ME,https://www.youtube.com/watch?v=SEao22ap1ME,232.0
2026-03,2026-03-10,4,葵ちどり,Red Tea Time,IzteEGfA07s,https://www.youtube.com/watch?v=IzteEGfA07s,157.0
2026-03,2026-03-10,3,桜田美津子 - Topic,チョコレート・サンセット,GQw2yWKB8UE,https://www.youtube.com/watch?v=GQw2yWKB8UE,83.0
2026-03,2026-03-10,33779,Ayla - Chan,Tonight,BfAVBybj9Pw,https://www.youtube.com/watch?v=BfAVBybj9Pw,190.0
2026-03,2026-03-10,47,yashicame rakia - Topic,胸に音が咲く,pvOFd1gr1vs,https://www.youtube.com/watch?v=pvOFd1gr1vs,154.0
2026-03,2026-03-10,54,Aoi Uemura,The Sinner,9fZR3-8DhSQ,https://www.youtube.com/watch?v=9fZR3-8DhSQ,250.0
2026-03,2026-03-10,5,Cozy Alley,One More Spring 桜の下で,_48BrxyyzNk,https://www.youtube.com/watch?v=_48BrxyyzNk,164.0
2026-03,2026-03-10,14365,Ethan Horahn,Can We Talk Tonight?,LN6jIvuaBKw,https://www.youtube.com/watch?v=LN6jIvuaBKw,266.0
2026-03,2026-03-10,267,Borgia Disco - Topic,Mad World,yGLQtbaIr70,https://www.youtube.com/watch?v=yGLQtbaIr70,251.0
2026-03,2026-03-10,21,Tamagaru,感情の墓場に花は咲かない,Jt2p5dOqjUY,https://www.youtube.com/watch?v=Jt2p5dOqjUY,187.0
2026-03,2026-03-10,372,馬P - Topic,PAINTED SKIN (feat. Miyamai Moca),LtMu1mXo1bI,https://www.youtube.com/watch?v=LtMu1mXo1bI,160.0
2026-03,2026-03-10,29836,Skate Avenue PH,Bakit Nga Ba Mahal Kita (Rock Version),CSZUG9AEeTE,https://www.youtube.com/watch?v=CSZUG9AEeTE,290.0
2026-03,2026-03-10,1,QueenDoll*Array - Topic,やさしさの値段,nMh16GTI3l0,https://www.youtube.com/watch?v=nMh16GTI3l0,183.0
2026-03,2026-03-10,6,Aki Bansyu - Topic,メロンソーダ,gZniHuFtQH0,https://www.youtube.com/watch?v=gZniHuFtQH0,258.0
2026-03,2026-03-10,70,Victor Jones,Shoulder Song (Live),9Jg86ry7ZcM,https://www.youtube.com/watch?v=9Jg86ry7ZcM,373.0
2026-03,2026-03-10,4,Raahi,WhatsApp Video 2026 03 10 at 5 15 48 PM,cOOD7zqf5G4,https://www.youtube.com/watch?v=cOOD7zqf5G4,200.0
2026-03,2026-03-10,638,おとぎ / otogi,愛ならば,0NcPKd5S258,https://www.youtube.com/watch?v=0NcPKd5S258,185.0
2026-03,2026-03-10,4,Aki Bansyu - Topic,愛す狂ィ～ム,WKFS9OKnjA0,https://www.youtube.com/watch?v=WKFS9OKnjA0,155.0
2026-03,2026-03-10,484,They Are Behind Us,Worth The Pain,5wABKB-lTn4,https://www.youtube.com/watch?v=5wABKB-lTn4,220.0
2026-03,2026-03-10,16,KB - Topic,ゆーちよ家のテーマ,cHIf0A0OKjU,https://www.youtube.com/watch?v=cHIf0A0OKjU,76.0
2026-03,2026-03-10,193,Kato Rei - Topic,ユカリ戦 - GBC風 - ポケモンBGM - Jacinthe - Pokemon Legends Z-A,AjVzjrgwZ64,https://www.youtube.com/watch?v=AjVzjrgwZ64,288.0
2026-03,2026-03-10,38,PyNX - Topic,Stranger Memories,HCF3T9_QiDk,https://www.youtube.com/watch?v=HCF3T9_QiDk,224.0
2026-03,2026-03-10,27,Xylo / ザイロ,ビジョナリウム (feat. 可不),0Gr1nxtcf6s,https://www.youtube.com/watch?v=0Gr1nxtcf6s,230.0
2026-03,2026-03-10,17,DONGURIKAI - Topic,Hundred years,rTdP9KUA2uI,https://www.youtube.com/watch?v=rTdP9KUA2uI,315.0
2026-03,2026-03-10,25,奏で王 - Topic,止まらないHa～Ha(トランペットカバー),_DxxzQ123oM,https://www.youtube.com/watch?v=_DxxzQ123oM,235.0
2026-03,2026-03-10,162,IKP_Riot,これが僕,HQAdIfpQIWs,https://www.youtube.com/watch?v=HQAdIfpQIWs,262.0
2026-03,2026-03-10,10,静描詩家 信和  | 小さな一瞬を、絵と詩と音楽で残す,不安はきっとなくならない,LaG1-QRXP6w,https://www.youtube.com/watch?v=LaG1-QRXP6w,199.0
2026-03,2026-03-10,18,Chillaxman - Topic,これがヤバいと気付かない (feat. Lady Mira Sweet),RHpZwkj_Pco,https://www.youtube.com/watch?v=RHpZwkj_Pco,190.0
2026-03,2026-03-10,19094,Hatsune Miku,Echoes in the Hallway,8evwx4jKGMA,https://www.youtube.com/watch?v=8evwx4jKGMA,150.0
2026-03,2026-03-10,8,RIKA,あげく (Remix),HPMqpbAg1ak,https://www.youtube.com/watch?v=HPMqpbAg1ak,269.0
2026-03,2026-03-10,7,SAKURA JAPAN,ストロベリーシャワー,YdJtOgBppII,https://www.youtube.com/watch?v=YdJtOgBppII,235.0
2026-03,2026-03-10,3,奏で王 - Topic,ラズベリー・ドリーム(トランペットカバー),kDVHf5j1IY4,https://www.youtube.com/watch?v=kDVHf5j1IY4,271.0
2026-03,2026-03-10,5,alicesiki - Topic,冬春グラデーション,M_aieyYXac0,https://www.youtube.com/watch?v=M_aieyYXac0,269.0
2026-03,2026-03-10,16,Aoi Uemura,Cathedral of Rust,4v5QR9m8BJs,https://www.youtube.com/watch?v=4v5QR9m8BJs,260.0
2026-03,2026-03-10,6,Blomia,Off The Shelf,BpAE4BlBc54,https://www.youtube.com/watch?v=BpAE4BlBc54,157.0
2026-03,2026-03-10,2,SHØNEN ZANKYO - Topic,腐食衝動,GA4IqReFlZ8,https://www.youtube.com/watch?v=GA4IqReFlZ8,243.0
2026-03,2026-03-10,10,RIKA,夏の予感、君と。 (Remix),B70VKT5kY34,https://www.youtube.com/watch?v=B70VKT5kY34,239.0
2026-03,2026-03-10,83,Terry Fletcher - Topic,Tulsa Girl,k9n3jXexs3Y,https://www.youtube.com/watch?v=k9n3jXexs3Y,226.0
2026-03,2026-03-10,8,senakisaragi - Topic,分かたれた空のその先で,yYzSI48_mu4,https://www.youtube.com/watch?v=yYzSI48_mu4,260.0
2026-03,2026-03-10,194,Xylo / ザイロ,脳内占拠 (feat. 重音テト),Zx7zGiVEBTc,https://www.youtube.com/watch?v=Zx7zGiVEBTc,142.0
2026-03,2026-03-10,21,Emma Music,No Pain No Love,0I-XMc3sbZQ,https://www.youtube.com/watch?v=0I-XMc3sbZQ,299.0
2026-03,2026-03-10,3,hiro - Topic,星降る夜の約束,L6FnLAgM2hM,https://www.youtube.com/watch?v=L6FnLAgM2hM,225.0
2026-03,2026-03-10,9,tukituki - Topic,こんなはずじゃない！,KGCmtMJ4HZU,https://www.youtube.com/watch?v=KGCmtMJ4HZU,215.0
2026-03,2026-03-10,2,Denemles - Topic,影をくれた人,SCa2gvaYtwQ,https://www.youtube.com/watch?v=SCa2gvaYtwQ,238.0
2026-03,2026-03-10,24,Aoi Uemura,Then Bury Me,k_V8WLKNH1g,https://www.youtube.com/watch?v=k_V8WLKNH1g,250.0
2026-03,2026-03-10,51,yagate/VOCALOID,瞬きに命燃ゆ (feat. 初音ミク),dQz9EGa3HZM,https://www.youtube.com/watch?v=dQz9EGa3HZM,253.0
2026-03,2026-03-10,2113,音田雅則OtodaMasanori,Shiawase No Iro (Piano Version),FDjLUbVhcPc,https://www.youtube.com/watch?v=FDjLUbVhcPc,265.0
2026-03,2026-03-10,18,琴彩堂,沖田総司,3ipKda8oEOw,https://www.youtube.com/watch?v=3ipKda8oEOw,93.0
2026-03,2026-03-10,132,Nash Music Library - Topic,Satellite Signal Missing You,y4zHOx0ygFI,https://www.youtube.com/watch?v=y4zHOx0ygFI,158.0
2026-03,2026-03-10,2,DJ阿布 - Topic,ありがとう（谢谢）,IDnE26PWaxY,https://www.youtube.com/watch?v=IDnE26PWaxY,166.0
2026-03,2026-03-10,31,河崎ゆう - Topic,夜桜に溺れる,WPCKf1gb5XU,https://www.youtube.com/watch?v=WPCKf1gb5XU,267.0
2026-03,2026-03-10,99,Seraphim & - Topic,もしもあの日戻れるなら,vrlpHeukPwE,https://www.youtube.com/watch?v=vrlpHeukPwE,175.0
2026-03,2026-03-10,10,Linda Cunningham - Topic,Silent Flame (Live),fFpDv01qz-0,https://www.youtube.com/watch?v=fFpDv01qz-0,100.0
2026-03,2026-03-10,164,Nash Music Library - Topic,Nebula Shuffle Quest,29ao4G-0pUk,https://www.youtube.com/watch?v=29ao4G-0pUk,148.0
2026-03,2026-03-10,77,Allen Diba - Topic,Roses of Kashan,4LiFFBfvVyE,https://www.youtube.com/watch?v=4LiFFBfvVyE,170.0
2026-03,2026-03-10,4,Wadevz - Topic,Funk Encurralado,DOylaNWytG4,https://www.youtube.com/watch?v=DOylaNWytG4,85.0
2026-03,2026-03-10,495,Agung Woo - Topic,Fahihi (Trap),5KDogWFbPM8,https://www.youtube.com/watch?v=5KDogWFbPM8,229.0
2026-03,2026-03-10,11,AI Music Mii,コットン キャンディ ウォーク,uAjLQRgCSWY,https://www.youtube.com/watch?v=uAjLQRgCSWY,199.0
2026-03,2026-03-10,7,Maris Kashiwagi - Topic,夢は真実より正確 sign,9ye-wVEhcJY,https://www.youtube.com/watch?v=9ye-wVEhcJY,134.0
2026-03,2026-03-10,107,Kakuyo-san【カクヨさん】,Conquest of Love ー 愛の世界征服,bNvU1WBx2sU,https://www.youtube.com/watch?v=bNvU1WBx2sU,297.0
2026-03,2026-03-10,5,wol-f - Topic,エンドレス・エンド・カーニバル remastering ver.,y1JagCP8WEk,https://www.youtube.com/watch?v=y1JagCP8WEk,221.0
2026-03,2026-03-10,2,Amir Hall - Topic,Neon Flow (Live),Wik9MpEsnqk,https://www.youtube.com/watch?v=Wik9MpEsnqk,106.0
2026-03,2026-03-10,6,奏で王 - Topic,雨に濡れた慕情(篠笛カバー),F2HwFPG3Z48,https://www.youtube.com/watch?v=F2HwFPG3Z48,217.0
2026-03,2026-03-10,7,Little Bloom Diary,Love That Feels Like Home,OHcpoNPxCQE,https://www.youtube.com/watch?v=OHcpoNPxCQE,182.0
2026-03,2026-03-10,97,陰ノ宮シド@ソングライター,君の形をした痛み,fb55ALUe-bE,https://www.youtube.com/watch?v=fb55ALUe-bE,295.0
2026-03,2026-03-10,26,Release - Topic,Гореть,5HMeeUiKUQw,https://www.youtube.com/watch?v=5HMeeUiKUQw,115.0
2026-03,2026-03-10,407,Like-an-Angel - Topic,HEAVEN’S DRIVE -LIVE 2025 “THANK YOU”-,f-w4zogWFsM,https://www.youtube.com/watch?v=f-w4zogWFsM,251.0
2026-03,2026-03-10,21,奏で王 - Topic,YOUNG MAN (Y.M.C.A.)(トランペットカバー),hS-w4KhtlMc,https://www.youtube.com/watch?v=hS-w4KhtlMc,285.0
2026-03,2026-03-10,2,Jimmy Mizzou - Topic,Whiskey & Gin,N5llluQAE68,https://www.youtube.com/watch?v=N5llluQAE68,167.0
2026-03,2026-03-10,0,Atheden - Topic,Hero and Leander,fTL2brehCxw,https://www.youtube.com/watch?v=fTL2brehCxw,384.0
2026-03,2026-03-10,513,Laiba Fatima ,Ya Ali Alwida,GHY9R7SewKo,https://www.youtube.com/watch?v=GHY9R7SewKo,176.0
2026-03,2026-03-10,32,Torakalu - Topic,『決戦！ダイゴ』(ORAS) lofi 歌詞付き,DZU67ibaMx8,https://www.youtube.com/watch?v=DZU67ibaMx8,130.0
2026-03,2026-03-10,472,Top Boy Blaze - Topic,Island Tings,3M1uh0ZgI3M,https://www.youtube.com/watch?v=3M1uh0ZgI3M,144.0
2026-03,2026-03-10,60,Aki Bansyu - Topic,新しいスーパーマーケット,lhscBXVCBo0,https://www.youtube.com/watch?v=lhscBXVCBo0,228.0
2026-03,2026-03-10,28,ELBACHHARMONICS - Topic,Muyak,pYGH0z03-AA,https://www.youtube.com/watch?v=pYGH0z03-AA,183.0
2026-03,2026-03-10,1,HOZUMI HODAKA - Topic,折鶴ガール (feat. 平井 美奈子) [ノスタルジック Version],x2ttXtk5ZLY,https://www.youtube.com/watch?v=x2ttXtk5ZLY,210.0
2026-03,2026-03-11,31,甚作 ‐ SONGS ‐,2026/03/11 MO:GLA みんなボーカルでナイト,p5XoEnzBSNs,https://www.youtube.com/watch?v=p5XoEnzBSNs,535.0
2026-03,2026-03-11,27,Lawler Family,2026-03-11 Women’s Choir pt 2: Shady Grove,oIbNvJZGm8Y,https://www.youtube.com/watch?v=oIbNvJZGm8Y,137.0
2026-03,2026-03-11,18,にわかーず,2026/03/11 3月9日 with 三浦ゆうた＠志木HOLEオープンマイク二郎,j7UuXSO-96I,https://www.youtube.com/watch?v=j7UuXSO-96I,281.0
2026-03,2026-03-11,14,こっち向いてむいちゃん,￼【4K60p】しゃるぷり「しゃるむあんせむ！」 2026/03/11 水曜夜の魔法LIVE④,CmtwpLv5H4Q,https://www.youtube.com/watch?v=CmtwpLv5H4Q,222.0
2026-03,2026-03-11,224,Nicholas K—,The Smiths LIVE Guitar Covers | 2026-03-11 VOD #thesmiths #guitar #cover #music,1I2RUUvj008,https://www.youtube.com/watch?v=1I2RUUvj008,24798.0
2026-03,2026-03-11,19,작심기타,Wind Song - Kotaro Oshio (practice) 2026-03-11,CoL0a7xQKNI,https://www.youtube.com/watch?v=CoL0a7xQKNI,163.0
2026-03,2026-03-11,2400,POISONPOP Candy,ドールズポイズン / Doll’s Poison,-pKmaZFfweg,https://www.youtube.com/watch?v=-pKmaZFfweg,189.0
2026-03,2026-03-11,5,Comay - Topic,季節切符(弾き語りver.),nvK8bBiue44,https://www.youtube.com/watch?v=nvK8bBiue44,378.0
2026-03,2026-03-11,33,す〜す〜さん,MOZU@巣鴨獅子王2026-03-11,D7iBRyCPsK4,https://www.youtube.com/watch?v=D7iBRyCPsK4,1740.0
2026-03,2026-03-11,13,こっち向いてむいちゃん,￼ ￼【4K60p】しゃるぷり「エブリディ ハッピネス(エビハピ)」 2026/03/11 水曜夜の魔法LIVE②,NKiVyLYmt44,https://www.youtube.com/watch?v=NKiVyLYmt44,229.0
2026-03,2026-03-11,78,演歌新曲k. hide7,大月みやこ　夢花火　2026 03 11発売,hV5LXuKffNg,https://www.youtube.com/watch?v=hV5LXuKffNg,179.0
2026-03,2026-03-11,9,まゆきっき,2026/03/11 あれから15年。花は咲く。,64j2ZuO45io,https://www.youtube.com/watch?v=64j2ZuO45io,319.0
2026-03,2026-03-11,7,YZK,【ピアノ】Piano  Sketch 2026-03-11,_xJvCzXUOJ0,https://www.youtube.com/watch?v=_xJvCzXUOJ0,152.0
2026-03,2026-03-11,47,YUKI - Topic,タスクオーバーロード.exe 働きマン脳腐れ∞ (Ver.),Vn6xuSQrrFk,https://www.youtube.com/watch?v=Vn6xuSQrrFk,102.0
2026-03,2026-03-11,40,Music Spot - koppe,ローリンガール (feat. 初音ミク) [Cover],NKRFfZDT4ec,https://www.youtube.com/watch?v=NKRFfZDT4ec,192.0
2026-03,2026-03-11,74,青い稲妻団 - Topic,運命のスタートライン,DnwRHEyUP54,https://www.youtube.com/watch?v=DnwRHEyUP54,270.0
2026-03,2026-03-11,1834,九条 輝,届け,RrHo-pYqMD8,https://www.youtube.com/watch?v=RrHo-pYqMD8,260.0
2026-03,2026-03-11,146,LISTEN UP - Topic,やりなおさないで、愛おする,OQULw1N3ao0,https://www.youtube.com/watch?v=OQULw1N3ao0,278.0
2026-03,2026-03-11,980,POISONPOP Candy,Violet Vortex,eiTuc-GS2Qo,https://www.youtube.com/watch?v=eiTuc-GS2Qo,200.0
2026-03,2026-03-11,950,Heartz,Echoes In The Hallway,0xtjPe96Bac,https://www.youtube.com/watch?v=0xtjPe96Bac,172.0
2026-03,2026-03-11,3,CaverneMarchande - Topic,溶けたネオン,V11R9UWfJlw,https://www.youtube.com/watch?v=V11R9UWfJlw,174.0
2026-03,2026-03-11,8874,POISONPOP Candy,Velvet Eclipse,ldT0zgqMq50,https://www.youtube.com/watch?v=ldT0zgqMq50,167.0
2026-03,2026-03-11,18,hiatus0831 - Topic,neighbor,K3_vUyjLLQU,https://www.youtube.com/watch?v=K3_vUyjLLQU,243.0
2026-03,2026-03-11,78,相澤サプリ💊,少し休もうか,DUMCTWgI_ws,https://www.youtube.com/watch?v=DUMCTWgI_ws,183.0
2026-03,2026-03-11,43,Citruses Hi Ion - Topic,2月は短し恋せよ乙女,EXIfZsP224s,https://www.youtube.com/watch?v=EXIfZsP224s,227.0
2026-03,2026-03-11,493,MilMoon - Topic,告白,vllEl1c09k8,https://www.youtube.com/watch?v=vllEl1c09k8,205.0
2026-03,2026-03-11,32,Norton Beat ノートンビート,ＪＡＭ (Cover),-UQ50CqDAzc,https://www.youtube.com/watch?v=-UQ50CqDAzc,259.0
2026-03,2026-03-11,1666,POISONPOP Candy,Laugh and Break,n--AoiNzYMU,https://www.youtube.com/watch?v=n--AoiNzYMU,208.0
2026-03,2026-03-11,23686,Klosure,Secrets,wWVTuj0o4WI,https://www.youtube.com/watch?v=wWVTuj0o4WI,206.0
2026-03,2026-03-11,5,surume,〈うた〉小さなころからっぽいもの　2026 03 11 11 33 29,QXPXBfZuSgo,https://www.youtube.com/watch?v=QXPXBfZuSgo,315.0
2026-03,2026-03-11,9,Voiz - Topic,未完成のシンフォニア,2CjjkBDM9s4,https://www.youtube.com/watch?v=2CjjkBDM9s4,263.0
2026-03,2026-03-11,1003,POISONPOP Candy,PAINT IT BLACKER,DFjawjxRalo,https://www.youtube.com/watch?v=DFjawjxRalo,215.0
2026-03,2026-03-11,13017,차우/Chawoo,arrrt.,mF4637SU_cI,https://www.youtube.com/watch?v=mF4637SU_cI,135.0
2026-03,2026-03-11,834,板歯目 -BANSHIMOKU-,FREEMAN,8vz2Jp_wLyI,https://www.youtube.com/watch?v=8vz2Jp_wLyI,169.0
2026-03,2026-03-11,576,kimidori papa,黒田塾テニスクラブ応援歌,991oNuXSGgA,https://www.youtube.com/watch?v=991oNuXSGgA,137.0
2026-03,2026-03-11,334,CMDM - Topic,雪花の場所,lNTpiOQChh8,https://www.youtube.com/watch?v=lNTpiOQChh8,201.0
2026-03,2026-03-11,449,Hatsune Miku,Saved in My Camera Roll,KkrYMPex6Ak,https://www.youtube.com/watch?v=KkrYMPex6Ak,190.0
2026-03,2026-03-11,15725,S3RL - Topic,Pretty Little Kitty (Neko Nation 2wu),kVbyfzh5Slg,https://www.youtube.com/watch?v=kVbyfzh5Slg,197.0
2026-03,2026-03-11,26,yusuke sobue,Dive (feat. 知声 & ナースロボ_タイプT),gJthtSsWQ-4,https://www.youtube.com/watch?v=gJthtSsWQ-4,189.0
2026-03,2026-03-11,27,nonomu,おはよう！プラスチック・サン,LtBgtz4ErIo,https://www.youtube.com/watch?v=LtBgtz4ErIo,230.0
2026-03,2026-03-11,98,YUKI - Topic,推しと妄想成就 スキスキハッピーエンド,xrE2yUff3as,https://www.youtube.com/watch?v=xrE2yUff3as,178.0
2026-03,2026-03-11,68,Release - Topic,勇者知声のテーマ,qOCqYK_v8Sc,https://www.youtube.com/watch?v=qOCqYK_v8Sc,131.0
2026-03,2026-03-11,145,中島知子 - Topic,スティグマ,u2HI4HqdKII,https://www.youtube.com/watch?v=u2HI4HqdKII,236.0
2026-03,2026-03-11,3,SYUHALLYHECHIKANN - Topic,レット・イット・ビー知ってるかい,onl821Ok-BU,https://www.youtube.com/watch?v=onl821Ok-BU,172.0
2026-03,2026-03-11,27,わ。,さよならは接続詞,vNIQBR-M5aw,https://www.youtube.com/watch?v=vNIQBR-M5aw,348.0
2026-03,2026-03-11,27901,yuzuofficial,Gyakkou,NnYeE5Zhi_o,https://www.youtube.com/watch?v=NnYeE5Zhi_o,78.0
2026-03,2026-03-11,6,katapu.net - Topic,薄暗いバーの片隅,FFMiMq05s-s,https://www.youtube.com/watch?v=FFMiMq05s-s,257.0
2026-03,2026-03-11,50,Naoyuki Chikatani - Topic,Is love magic?,V3bjuAGXqbs,https://www.youtube.com/watch?v=V3bjuAGXqbs,102.0
2026-03,2026-03-11,40,Walter Purple - Topic,うののんビート！SPECIAL！ (cool ver.),1jLG0US_8X0,https://www.youtube.com/watch?v=1jLG0US_8X0,254.0
2026-03,2026-03-11,23532,Sanks,Papaoutai (Epic Version),Tb-AL11vzBc,https://www.youtube.com/watch?v=Tb-AL11vzBc,249.0
2026-03,2026-03-11,573,加藤ミリヤ Official YouTube Channel,NAIMONONEDARI,6RmlNgNszSg,https://www.youtube.com/watch?v=6RmlNgNszSg,200.0
2026-03,2026-03-11,1665,#KTCHAN,私の幸せは私が決める,M3C6AurH0vM,https://www.youtube.com/watch?v=M3C6AurH0vM,209.0
2026-03,2026-03-11,58,FUMi - Topic,End Roll (Cover),AZdNbcnz9Gk,https://www.youtube.com/watch?v=AZdNbcnz9Gk,104.0
2026-03,2026-03-11,47,novwo - Topic,愛しの胸ポッチ,4Sg0bkOVL8Y,https://www.youtube.com/watch?v=4Sg0bkOVL8Y,193.0
2026-03,2026-03-11,5,ロサリオ,アレンジキャラバン,a2Dal-8GABA,https://www.youtube.com/watch?v=a2Dal-8GABA,129.0
2026-03,2026-03-11,27042,Dovlvl - Topic,Blue,1TlqPPMiLMo,https://www.youtube.com/watch?v=1TlqPPMiLMo,169.0
2026-03,2026-03-11,970,山下学園 - Topic,山下学園の校歌,B9mkzKw9Pac,https://www.youtube.com/watch?v=B9mkzKw9Pac,196.0
2026-03,2026-03-11,35,Naoyuki Chikatani - Topic,Finally! Our engagement has been dissolved!,ilXKpyjWOtI,https://www.youtube.com/watch?v=ilXKpyjWOtI,104.0
2026-03,2026-03-11,77,Yukari Fujita - Topic,対話,rAlZIQT7tOE,https://www.youtube.com/watch?v=rAlZIQT7tOE,216.0
2026-03,2026-03-11,29,Junji Hinoto - Topic,いつか、あなたへ・・・,Ne7mflltPo0,https://www.youtube.com/watch?v=Ne7mflltPo0,294.0
2026-03,2026-03-11,258,【公式】浜浦彩乃　はまch,未来への扉,0gC_auk1R-8,https://www.youtube.com/watch?v=0gC_auk1R-8,264.0
2026-03,2026-03-11,20,中島涼之介 / Suzunosuke Nakashima,Court Village,TfgCa26yE8Y,https://www.youtube.com/watch?v=TfgCa26yE8Y,219.0
2026-03,2026-03-11,190,Naoyuki Chikatani - Topic,What is an engagement?,84ttjzh0BAI,https://www.youtube.com/watch?v=84ttjzh0BAI,132.0
2026-03,2026-03-11,49,AZUMAYA - Topic,二段やぐらのからくり城,6_-rCWrJ-i4,https://www.youtube.com/watch?v=6_-rCWrJ-i4,129.0
2026-03,2026-03-11,33,James Barnes - Topic,When Did Crime Become Legal,mbdU8YKogg4,https://www.youtube.com/watch?v=mbdU8YKogg4,161.0
2026-03,2026-03-11,13,Yosuke Sakanoue - Topic,YASAHO (ONE NIGHT STAND LIVE 2025),WnqF7zCh-mc,https://www.youtube.com/watch?v=WnqF7zCh-mc,250.0
2026-03,2026-03-11,10,中島涼之介 / Suzunosuke Nakashima,Rose Blues,k3CtJaqjOus,https://www.youtube.com/watch?v=k3CtJaqjOus,76.0
2026-03,2026-03-11,18,Tokyo Chill Music - Topic,遠回りの帰り道,sCxo8vDoMAU,https://www.youtube.com/watch?v=sCxo8vDoMAU,256.0
2026-03,2026-03-11,2791,Joseph Wang 1230 - Topic,Almost Saying It,t5J_6nZ-1S8,https://www.youtube.com/watch?v=t5J_6nZ-1S8,258.0
2026-03,2026-03-11,9,唄う大工 菊地攻次 Build Voice Recordsチャンネル,這い上がれ,G6LIKL07WAw,https://www.youtube.com/watch?v=G6LIKL07WAw,215.0
2026-03,2026-03-11,5292,Release - Topic,My Dream,0Q_ElA17LAw,https://www.youtube.com/watch?v=0Q_ElA17LAw,184.0
2026-03,2026-03-11,31,Naoyuki Chikatani - Topic,Everyone's face is on the clark!,ujfNbBhY37U,https://www.youtube.com/watch?v=ujfNbBhY37U,142.0
2026-03,2026-03-11,8,うたおぼ - Topic,歌で覚える英単語-英検準1級-動詞03,MqUy7hKsJkQ,https://www.youtube.com/watch?v=MqUy7hKsJkQ,151.0
2026-03,2026-03-11,436,Heartz,After The Loss,wjHk1g3dbQ0,https://www.youtube.com/watch?v=wjHk1g3dbQ0,171.0
2026-03,2026-03-11,25954,JD Steel,The Devil Thought He Had Mw,Zte8thRyRfo,https://www.youtube.com/watch?v=Zte8thRyRfo,198.0
2026-03,2026-03-11,8,VadaQuinano MUSIC,風の街 (feat. 知声),z28j_fear_I,https://www.youtube.com/watch?v=z28j_fear_I,97.0
2026-03,2026-03-11,28,Light-Up Enterprise - Topic,とん八。ロックンラーメン,ziManXh1G3M,https://www.youtube.com/watch?v=ziManXh1G3M,205.0
2026-03,2026-03-11,5,しゅうちゅうの森 - ワーキングBGM,「カフェBGM」やさしさ灯る喫茶旋律,PYscd5jTb1g,https://www.youtube.com/watch?v=PYscd5jTb1g,358.0
2026-03,2026-03-11,231,【公式】浜浦彩乃　はまch,閃撃フリクション,D37wBP_CUwY,https://www.youtube.com/watch?v=D37wBP_CUwY,226.0
2026-03,2026-03-11,763,そーる。-ボカロP,Don’t Escape (feat. 初音ミク & 重音テト),fNTcWHhA8Gs,https://www.youtube.com/watch?v=fNTcWHhA8Gs,130.0
